onset	duration	event_id
31263	0	5
31275	0	6
32304	0	5
32311	0	6
32402	0	5
33457	0	1
34519	0	6
34612	0	5
34627	0	6
35641	0	5
35656	0	6
36707	0	5
36724	0	6
37245	0	5
37261	0	6
38312	0	5
38325	0	6
39383	0	5
39396	0	6
39796	0	5
39812	0	6
40863	0	5
40878	0	6
41930	0	5
41946	0	6
42356	0	5
42388	0	6
43444	0	5
43460	0	6
44511	0	5
44527	0	6
44937	0	5
44949	0	6
45961	0	5
45976	0	6
46375	0	5
46389	0	6
47455	0	5
47472	0	6
48526	0	5
48542	0	6
49413	0	5
49429	0	6
50501	0	5
50516	0	6
51568	0	5
51585	0	6
52212	0	5
52227	0	6
53279	0	5
53295	0	6
54290	0	5
54306	0	6
55399	0	5
55415	0	6
56483	0	5
56499	0	6
57230	0	5
57245	0	6
58296	0	5
58308	0	6
59320	0	5
59332	0	6
59422	0	5
59435	0	6
60447	0	5
60463	0	6
61535	0	5
61552	0	6
62422	0	5
62435	0	6
63489	0	5
63504	0	6
63809	0	5
63824	0	6
64892	0	5
64908	0	6
65959	0	5
65975	0	6
66599	0	5
66614	0	6
67666	0	5
67682	0	6
68754	0	5
68770	0	6
69607	0	5
69623	0	6
70673	0	5
70690	0	6
71800	0	5
71818	0	6
72909	0	5
72928	0	6
74036	0	5
74054	0	6
75145	0	5
75163	0	6
76254	0	5
76272	0	6
77381	0	5
77396	0	6
78447	0	5
78463	0	6
79087	0	5
79102	0	6
80171	0	5
80188	0	6
81169	0	5
81186	0	6
82279	0	5
82294	0	6
83345	0	5
83379	0	6
84220	0	5
84236	0	6
85291	0	5
85306	0	6
86358	0	5
86374	0	6
87108	0	5
87142	0	6
88196	0	5
88213	0	6
89306	0	5
89322	0	6
90304	0	5
90339	0	6
91430	0	5
91447	0	6
92540	0	5
92557	0	6
93444	0	5
93463	0	6
94554	0	5
94569	0	6
95642	0	5
95657	0	6
96281	0	5
96299	0	6
97391	0	5
97406	0	6
98457	0	5
98473	0	6
98884	0	5
98898	0	6
99972	0	5
99983	0	6
100996	0	5
101002	0	6
101094	0	5
101095	0	2
102284	0	6
102379	0	5
102390	0	6
103402	0	5
103416	0	6
104465	0	5
104479	0	6
104785	0	5
104798	0	6
105813	0	5
105828	0	6
106687	0	5
106704	0	6
107759	0	5
107776	0	6
108868	0	5
108885	0	6
109879	0	5
109897	0	6
110988	0	5
111004	0	6
112059	0	5
112076	0	6
113186	0	5
113202	0	6
114257	0	5
114273	0	6
115114	0	5
115127	0	6
116138	0	5
116152	0	6
116573	0	5
116588	0	6
117640	0	5
117655	0	6
118706	0	5
118722	0	6
119346	0	5
119362	0	6
120413	0	5
120429	0	6
121501	0	5
121519	0	6
122388	0	5
122409	0	6
123540	0	5
123559	0	6
124671	0	5
124689	0	6
125004	0	5
125019	0	6
126071	0	5
126086	0	6
127137	0	5
127152	0	6
127777	0	5
127792	0	6
128865	0	5
128881	0	6
129932	0	5
129947	0	6
130785	0	5
130801	0	6
131852	0	5
131867	0	6
132940	0	5
132957	0	6
133827	0	5
133842	0	6
134894	0	5
134908	0	6
135534	0	5
135548	0	6
136600	0	5
136616	0	6
137582	0	5
137598	0	6
138691	0	5
138708	0	6
139800	0	5
139818	0	6
140931	0	5
140948	0	6
142040	0	5
142057	0	6
143171	0	5
143185	0	6
144238	0	5
144253	0	6
144878	0	5
144893	0	6
145944	0	5
145961	0	6
147053	0	5
147070	0	6
148180	0	5
148196	0	6
149289	0	5
149307	0	6
150398	0	5
150439	0	6
151538	0	5
151553	0	6
152604	0	5
152618	0	6
152924	0	5
152932	0	6
153905	0	5
153917	0	6
154008	0	5
154020	0	6
155032	0	5
155048	0	6
156163	0	5
156181	0	6
156939	0	5
156955	0	6
158010	0	5
158025	0	6
159076	0	5
159092	0	6
159845	0	5
159860	0	6
160911	0	5
160925	0	6
161978	0	5
161991	0	6
162405	0	5
162419	0	6
163471	0	5
163489	0	6
164602	0	5
164619	0	6
165711	0	5
165727	0	6
166820	0	5
166836	0	6
167597	0	5
167613	0	6
168728	0	5
168743	0	6
169794	0	5
169810	0	6
170328	0	5
170344	0	6
171437	0	5
171455	0	6
172567	0	5
172585	0	6
173677	0	5
173691	0	6
174743	0	5
174758	0	6
175405	0	5
175418	0	6
176471	0	5
176488	0	6
177248	0	5
177265	0	6
178357	0	5
178373	0	6
179449	0	5
179464	0	6
179880	0	5
179894	0	6
180738	0	5
180754	0	6
181847	0	5
181865	0	6
182957	0	5
182975	0	6
184092	0	5
184111	0	6
185205	0	5
185224	0	6
186336	0	5
186349	0	6
187402	0	5
187415	0	6
188426	0	5
188440	0	6
189488	0	5
189503	0	6
189809	0	5
189826	0	6
190918	0	5
190935	0	6
192049	0	5
192064	0	6
192582	0	5
192594	0	6
193606	0	5
193620	0	6
194139	0	5
194155	0	6
195206	0	5
195222	0	6
196272	0	5
196287	0	6
196934	0	5
196949	0	6
198000	0	5
198017	0	6
199110	0	5
199128	0	6
200108	0	5
200126	0	6
201243	0	5
201258	0	6
202310	0	5
202324	0	6
202736	0	5
202751	0	6
203803	0	5
203818	0	6
204869	0	5
204886	0	6
205518	0	5
205536	0	6
206649	0	5
206665	0	6
207758	0	5
207776	0	6
208202	0	5
208218	0	6
209298	0	5
209313	0	6
210365	0	5
210382	0	6
210809	0	5
210825	0	6
211918	0	5
211932	0	6
212878	0	5
212879	0	3
214068	0	6
214162	0	5
214173	0	6
215186	0	5
215203	0	6
216317	0	5
216333	0	6
217315	0	5
217332	0	6
218424	0	5
218439	0	6
219491	0	5
219506	0	6
220238	0	5
220253	0	6
221330	0	5
221347	0	6
222439	0	5
222456	0	6
223549	0	5
223567	0	6
224658	0	5
224677	0	6
225831	0	5
225852	0	6
226983	0	5
227003	0	6
228144	0	5
228161	0	6
229253	0	5
229270	0	6
230030	0	5
230048	0	6
231139	0	5
231161	0	6
232316	0	5
232337	0	6
233238	0	5
233257	0	6
234347	0	5
234364	0	6
235457	0	5
235475	0	6
236592	0	5
236605	0	6
237658	0	5
237672	0	6
237871	0	5
237885	0	6
238942	0	5
238957	0	6
240009	0	5
240024	0	6
240542	0	5
240557	0	6
241634	0	5
241651	0	6
242744	0	5
242762	0	6
243853	0	5
243868	0	6
244920	0	5
244936	0	6
245474	0	5
245490	0	6
246567	0	5
246582	0	6
247638	0	5
247653	0	6
247958	0	5
247972	0	6
249024	0	5
249037	0	6
250048	0	5
250061	0	6
250155	0	5
250168	0	6
251196	0	5
251211	0	6
252288	0	5
252304	0	6
252715	0	5
252729	0	6
253782	0	5
253797	0	6
254848	0	5
254861	0	6
255471	0	5
255484	0	6
255992	0	5
256006	0	6
257058	0	5
257073	0	6
258150	0	5
258166	0	6
258790	0	5
258806	0	6
259857	0	5
259873	0	6
260923	0	5
260940	0	6
261700	0	5
261718	0	6
262835	0	5
262853	0	6
263944	0	5
263963	0	6
264831	0	5
264848	0	6
265967	0	5
265982	0	6
267042	0	5
267059	0	6
267818	0	5
267836	0	6
268928	0	5
268947	0	6
270037	0	5
270081	0	6
270839	0	5
270855	0	6
271914	0	5
271927	0	6
272951	0	5
272966	0	6
273378	0	5
273395	0	6
274487	0	5
274505	0	6
275626	0	5
275643	0	6
276292	0	5
276308	0	6
277401	0	5
277416	0	6
278468	0	5
278483	0	6
278681	0	5
278694	0	6
279748	0	5
279762	0	6
280840	0	5
280849	0	6
281147	0	5
281148	0	4
282337	0	6
282431	0	5
282440	0	6
283417	0	5
283430	0	6
283950	0	5
283964	0	6
285017	0	5
285033	0	6
286126	0	5
286145	0	6
287124	0	5
287142	0	6
288259	0	5
288278	0	6
289369	0	5
289385	0	6
290478	0	5
290495	0	6
291613	0	5
291630	0	6
292722	0	5
292739	0	6
293832	0	5
293847	0	6
294907	0	5
294923	0	6
295820	0	5
295836	0	6
296929	0	5
296942	0	6
297966	0	5
297979	0	6
298072	0	5
298084	0	6
299096	0	5
299110	0	6
300172	0	5
300186	0	6
300730	0	5
300744	0	6
301797	0	5
301809	0	6
302821	0	5
302834	0	6
303133	0	5
303143	0	6
304157	0	5
304170	0	6
304583	0	5
304598	0	6
305654	0	5
305671	0	6
306764	0	5
306781	0	6
307898	0	5
307916	0	6
309008	0	5
309025	0	6
310117	0	5
310133	0	6
310868	0	5
310882	0	6
311969	0	5
311983	0	6
312715	0	5
312730	0	6
313782	0	5
313797	0	6
314742	0	5
314758	0	6
315817	0	5
315833	0	6
316884	0	5
316900	0	6
317767	0	5
317780	0	6
318808	0	5
318821	0	6
319341	0	5
319355	0	6
320408	0	5
320420	0	6
321432	0	5
321444	0	6
321739	0	5
321752	0	6
322806	0	5
322822	0	6
323915	0	5
323931	0	6
324913	0	5
324929	0	6
326014	0	5
326031	0	6
327123	0	5
327141	0	6
328233	0	5
328251	0	6
329342	0	5
329360	0	6
330481	0	5
330498	0	6
331369	0	5
331387	0	6
332478	0	5
332498	0	6
333622	0	5
333669	0	6
334761	0	5
334779	0	6
335870	0	5
335889	0	6
336979	0	5
336998	0	6
337978	0	5
337996	0	6
339087	0	5
339103	0	6
340226	0	5
340243	0	6
341113	0	5
341130	0	6
342223	0	5
342240	0	6
343332	0	5
343351	0	6
344360	0	5
344379	0	6
345470	0	5
345485	0	6
346536	0	5
346550	0	6
346749	0	5
346759	0	6
347774	0	5
347788	0	6
348205	0	5
348218	0	6
349279	0	5
349295	0	6
350376	0	5
350393	0	6
351127	0	5
351143	0	6
352202	0	5
352216	0	6
353273	0	5
353287	0	6
353597	0	5
353612	0	6
354664	0	5
354681	0	6
355773	0	5
355791	0	6
356772	0	5
356789	0	6
357911	0	5
357928	0	6
359020	0	5
359037	0	6
359908	0	5
359923	0	6
360978	0	5
360995	0	6
361832	0	5
361847	0	6
362898	0	5
362914	0	6
363995	0	5
364012	0	6
364772	0	5
364787	0	6
365843	0	5
365859	0	6
366952	0	5
366968	0	6
367839	0	5
367856	0	6
368978	0	5
368990	0	6
370002	0	5
370015	0	6
370105	0	5
370117	0	6
371129	0	5
371145	0	6
372238	0	5
372254	0	6
373236	0	5
373253	0	6
374346	0	5
374393	0	6
375485	0	5
375502	0	6
376594	0	5
376611	0	6
377703	0	5
377716	0	6
378727	0	5
378739	0	6
378932	0	5
378942	0	6
379986	0	5
380000	0	6
380524	0	5
380538	0	6
381599	0	5
381615	0	6
382708	0	5
382726	0	6
383817	0	5
383835	0	6
384957	0	5
384973	0	6
386036	0	5
386053	0	6
386902	0	5
386918	0	6
387973	0	5
387987	0	6
389040	0	5
389054	0	6
389573	0	5
389588	0	6
390640	0	5
390654	0	6
391736	0	5
391751	0	6
392270	0	5
392285	0	6
393336	0	5
393353	0	6
394446	0	5
394462	0	6
395444	0	5
395461	0	6
396553	0	5
396570	0	6
397692	0	5
397710	0	6
398802	0	5
398819	0	6
399911	0	5
399928	0	6
401050	0	5
401068	0	6
402159	0	5
402177	0	6
403269	0	5
403281	0	6
404293	0	5
404305	0	6
404395	0	5
404407	0	6
405419	0	5
405437	0	6
406563	0	5
406580	0	6
407672	0	5
407689	0	6
408781	0	5
408796	0	6
409848	0	5
409861	0	6
410598	0	5
410606	0	6
411187	0	5
